SDSS_NAME,RA,DEC,MagAve,Sigma
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
012011.27+200529.9,20.046972,20.091642,0,0
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
121731.09+303127.6,184.37956,30.52435,19.26847969565217,0.23990456149787448
221851.83+205114.0,334.71597,20.853903,18.771257139204543,0.300442516937457
001611.49+145601.6,4.047911,14.933788,19.63494908484848,0.2764351206897445
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
123016.87+392844.5,187.57029,39.479042,20.10097717821782,0.34787031491429166
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
091028.76+481931.8,137.61987,48.325513,20.106552895161293,0.32605675011111773
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
105223.76+641938.0,163.09904,64.327311,19.76984255555556,0.4382197988143319
132854.67+470810.0,202.22778,47.13612,19.752376082733804,0.2989831258268766
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
012011.27+200529.9,20.046972,20.091642,0,0
220239.73+205102.4,330.66555,20.850673,0,0
002538.51+223655.2,6.410493,22.615341,19.357454480565387,0.25834087399147737
141917.36+310923.2,214.82234,31.156452,17.41074657706092,0.05609317426216682
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
142137.77+441355.5,215.4074,44.232092,19.48295141208791,0.3145389703781155
002838.52-034328.7,7.160507,-3.724645,19.864097329268294,0.31675141005584523
142304.15+524630.1,215.7673,52.775047,18.448531,0.12460394680911102
100047.91+372740.7,150.19963,37.461322,19.775704265151518,0.30742167198302545
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
123109.16+652320.4,187.78811,65.389108,17.94053281818182,0.35354393146808816
075052.04+480345.6,117.71684,48.062765,18.898354870848703,0.2514649068577386
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
010341.18+024310.4,15.921597,2.719577,20.11685074285714,0.33242931900402545
014915.96+023324.9,27.316533,2.556933,18.8979650801282,0.25324497453073974
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
134816.05+445502.1,207.06691,44.917256,20.085877690909083,0.33617469827121166
021741.23-040035.0,34.421802,-4.009735,19.533908475836434,0.24603083419295657
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
134147.97+533646.0,205.44989,53.61286,19.42443953125,0.451890240242603
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
131621.34+232800.3,199.08893,23.466758,20.194532780000003,0.4160214209354913
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
224038.14+234457.1,340.15896,23.749195,18.747115461267605,0.13772635570576797
130128.83+584802.3,195.3702,58.80075,19.384903732323234,0.20366037789389463
232446.67+230626.7,351.19447,23.107437,19.14276202649007,0.22454078858902646
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
005803.35+302950.9,14.513978,30.497488,20.248856587719306,0.306388121888335
235629.03+010930.7,359.121,1.158571,19.914691599526066,0.2014907129737464
223100.05+240718.9,337.75023,24.121922,0,0
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
021507.10-035725.3,33.779611,-3.957032,20.24728489795918,0.31773888271471473
223100.05+240718.9,337.75023,24.121922,0,0
121729.19+373903.7,184.37165,37.651052,18.106142634551503,0.09812484173591625
143120.39+012840.7,217.83495,1.477982,19.470766190031142,0.3572344547853904
083457.00+421911.5,128.73754,42.319867,19.663968691131497,0.3747394793825686
221625.26+210435.8,334.10529,21.076622,18.610896185393244,0.16818871776463537
145349.87+531745.8,223.4578,53.29613,0,0
102119.52+452654.7,155.33135,45.448535,18.984467235408562,0.2264339789748963
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
015444.58+232610.3,28.685784,23.436201,18.196460865671632,0
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
235005.48+233814.2,357.52283,23.637289,19.798378751196168,0.2519871230540016
001834.94+270020.4,4.645602,27.005693,18.713421674796752,0.22857050085238867
023931.87+002854.0,39.882825,0.481675,18.58666556269114,0.31728055333361826
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
231201.18+255807.3,348.00492,25.968719,16.44641119999999,0
014915.96+023324.9,27.316533,2.556933,18.8979650801282,0.25324497453073974
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
080254.03+505636.2,120.72516,50.943409,0,0
141331.79+602615.4,213.38252,60.437676,18.80932907142857,0.10702415818502524
012011.27+200529.9,20.046972,20.091642,0,0
115904.38+422617.1,179.76825,42.438099,0,0
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
114832.56+370815.6,177.1357,37.137686,19.869800903930138,0.3602429837467647
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
165028.63+434914.2,252.61932,43.820633,20.07164344041451,0.2570833312770466
110546.14+641557.3,166.44224,64.266039,19.13526613333334,0.2365855621435576
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
134816.05+445502.1,207.06691,44.917256,20.085877690909083,0.33617469827121166
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
084034.87+530553.5,130.14526,53.098243,20.2817403943662,0.27293441971834703
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
120146.42+195800.2,180.44345,19.966736,0,0
121417.06+275826.6,183.57112,27.974081,20.09567022302158,0.3174283312397194
115517.38+415315.6,178.82244,41.88768,0,0
091948.41+400519.7,139.95172,40.088815,19.158647333333334,0.180796431061159
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
010622.55-024612.5,16.593976,-2.770166,18.500239867469883,0.20826720438494412
013423.96+262025.8,23.599857,26.340527,19.5904347763158,0.2974447705890262
003302.77+162745.6,8.261563,16.462692,18.138970478915663,0.1232650061166238
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
142137.77+441355.5,215.4074,44.232092,19.48295141208791,0.3145389703781155
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
215910.35+242124.4,329.79315,24.356802,18.959344802325575,0.334548389897105
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
221625.26+210435.8,334.10529,21.076622,18.610896185393244,0.16818871776463537
212852.68+080308.6,322.21951,8.05239,20.056093854271353,0.47345677806884523
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
015751.43+274029.6,29.464329,27.674895,0,0
235737.96+003227.8,359.40818,0.541067,18.816224126262618,0.21300685162030286
092845.08+134801.4,142.18786,13.800414,20.111758602666676,0.2457100126973425
013753.96+024207.0,24.474855,2.701947,0,0
013753.96+024207.0,24.474855,2.701947,0,0
021041.37+264148.9,32.672381,26.696938,20.10862095522388,0.30095740494605044
093416.03+564354.9,143.56681,56.731944,19.102973049645392,0.1928863118546013
002410.51+261633.9,6.043819,26.276085,19.570420344961246,0.26460109785047653
021507.10-035725.3,33.779611,-3.957032,20.24728489795918,0.31773888271471473
023931.87+002854.0,39.882825,0.481675,18.58666556269114,0.31728055333361826
005335.48+221537.3,13.397866,22.260367,18.208667159493668,0.09562195511858967
154121.37+063804.1,235.33906,6.634501,0,0
080957.39+181804.4,122.48913,18.301229,17.74995873889636,0.04608863929125215
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
013836.26+291625.6,24.651098,29.2738,0,0
231201.18+255807.3,348.00492,25.968719,16.44641119999999,0
142304.15+524630.1,215.7673,52.775047,18.448531,0.12460394680911102
220843.93+263753.6,332.18308,26.631566,19.448224295302023,0.31068412281908125
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
231527.68+181944.4,348.86535,18.329006,0,0
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
090154.96+380534.5,135.47902,38.092913,17.720897689320385,0.03318396709880456
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
091247.29+392757.5,138.19706,39.465983,20.24863103571428,0.3502558219273873
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
223100.05+240718.9,337.75023,24.121922,0,0
134147.97+533646.0,205.44989,53.61286,19.42443953125,0.451890240242603
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
105730.37+490125.5,164.37657,49.023767,19.215010139534883,0.2881927034070053
004903.27+060231.8,12.26366,6.042178,19.677765294759823,0.2762938075021577
103439.69+532850.1,158.6654,53.480634,20.133261082568804,0.36390313473836305
223529.09+233729.5,338.87124,23.62487,19.03498475088967,0.15541701794847756
154121.37+063804.1,235.33906,6.634501,0,0
142137.77+441355.5,215.4074,44.232092,19.48295141208791,0.3145389703781155
125136.23+473833.4,192.90098,47.642634,20.377116724137927,0.3671534908143695
153843.94+530835.7,234.68304,53.143318,19.402198757009348,0.5626889219226818
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
092845.08+134801.4,142.18786,13.800414,20.111758602666676,0.2457100126973425
005610.48-013818.6,14.043678,-1.638512,19.903885580645163,0.5529103355796363
022804.36+010658.9,37.018185,1.116365,18.322988395498413,0.037599614950188674
164645.30+514159.4,251.68877,51.69986,0,0
000716.86+215146.3,1.820267,21.86288,19.117694213414634,0.45855583470907463
012326.27+235503.9,20.859492,23.917771,18.92826093235292,0.2607538165124677
025306.51-021345.4,43.277135,-2.229287,19.79504481742738,0.3307397522775393
003408.89+073033.4,8.537079,7.509284,18.449414866840723,0.2316261669457784
134147.97+533646.0,205.44989,53.61286,19.42443953125,0.451890240242603
025306.51-021345.4,43.277135,-2.229287,19.79504481742738,0.3307397522775393
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
114156.80+044043.9,175.48671,4.678863,20.566085456666666,0.1989840942919009
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
223528.50+220020.7,338.86876,22.005754,17.761074904891313,0.12439462537232987
021741.23-040035.0,34.421802,-4.009735,19.533908475836434,0.24603083419295657
235115.57+204944.1,357.81491,20.828926,19.901254349397604,0.2253346335740779
002410.51+261633.9,6.043819,26.276085,19.570420344961246,0.26460109785047653
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
123725.21+475700.1,189.35504,47.950035,20.52384719444445,0.35525868556094403
120758.37+391630.6,181.99324,39.275192,19.844005465116272,0.39842219208482504
022804.36+010658.9,37.018185,1.116365,18.322988395498413,0.037599614950188674
014645.25-001236.4,26.688557,-0.210137,0,0
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
015240.76+284754.6,28.169865,28.798513,18.921906866666657,0.10837755451671238
115904.38+422617.1,179.76825,42.438099,0,0
225315.85+035720.5,343.31608,3.955725,19.92046237368421,0.3667998164460946
114832.56+370815.6,177.1357,37.137686,19.869800903930138,0.3602429837467647
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
004018.64-042559.5,10.077693,-4.433217,19.70132119607844,0.35571371223540116
101353.31+391619.0,153.47213,39.271965,19.16952473163842,0.3267432793159394
223100.05+240718.9,337.75023,24.121922,0,0
111128.79+623629.3,167.86984,62.608283,19.75081019672131,0.4513169258674542
005610.48-013818.6,14.043678,-1.638512,19.903885580645163,0.5529103355796363
152613.80+084502.8,231.55751,8.750785,19.570013447963802,0.3122464210118693
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
022655.24+002211.1,36.730192,0.36975,20.14914374647887,0.3611682014311781
134512.31+442450.3,206.30133,44.413979,19.456662153846136,0.2738763401022776
114657.40+321659.9,176.73919,32.283323,19.406869269162208,0.36458373967583046
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
230012.33+233527.0,345.05142,23.590834,18.907004843450483,0.12928442982610913
154121.37+063804.1,235.33906,6.634501,0,0
025316.46+010759.8,43.318607,1.133278,18.713537831325294,0.19008282373781318
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
111955.69+403623.6,169.98206,40.606583,18.88649273870968,0.17126260066926385
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
113709.49+390723.4,174.28958,39.123176,17.875432035294118,0.04048572011432281
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
125911.12+482519.7,194.79635,48.422167,19.469649776923074,0.21654472638351982
002838.52-034328.7,7.160507,-3.724645,19.864097329268294,0.31675141005584523
105440.98-002048.4,163.67078,-0.346795,17.688238378109475,0.06640866007121843
134128.52+492438.1,205.36886,49.410674,0,0
223100.05+240718.9,337.75023,24.121922,0,0
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
090154.96+380534.5,135.47902,38.092913,17.720897689320385,0.03318396709880456
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
121729.19+373903.7,184.37165,37.651052,18.106142634551503,0.09812484173591625
123338.65+422238.3,188.41103,42.377291,17.929912852678576,0.12306194408795289
125911.12+482519.7,194.79635,48.422167,19.469649776923074,0.21654472638351982
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
142304.15+524630.1,215.7673,52.775047,18.448531,0.12460394680911102
003003.16-032100.0,7.513175,-3.350027,19.58902586842104,0.3058891926766706
141249.21+510006.8,213.20507,51.001897,0,0
140406.76+431740.5,211.02816,43.294602,19.10731171162792,0.1749206507780075
161238.32+572759.3,243.15969,57.466503,19.70153432727272,0.31569795164686254
012446.05+250004.7,21.191887,25.001314,20.26513891764706,0.3992014191614811
225205.31+245250.0,343.02215,24.880565,19.49749889622641,0.32661566122102853
104657.59+435601.5,161.74,43.933762,18.218511834482765,0.08389584939160762
121653.36+424048.8,184.22237,42.680225,20.02694377380953,0.3108937951070847
081812.00+244410.1,124.55002,24.736157,18.78915993613442,0.1489143652921036
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
002538.51+223655.2,6.410493,22.615341,19.357454480565387,0.25834087399147737
134423.34+381703.3,206.09728,38.284258,19.55854102403847,0.2699288391816866
223100.05+240718.9,337.75023,24.121922,0,0
080333.51+552008.4,120.88968,55.335765,20.296668227272725,0.19219401597261349
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
134128.52+492438.1,205.36886,49.410674,0,0
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
121835.58+424749.4,184.64827,42.79706,19.840185450777202,0.2387705121559026
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
013753.96+024207.0,24.474855,2.701947,0,0
081237.63+345629.4,123.15683,34.94151,0,0
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
003408.89+073033.4,8.537079,7.509284,18.449414866840723,0.2316261669457784
022608.28-002332.5,36.534515,-0.392376,20.01934240909091,0.9664144231590305
221625.26+210435.8,334.10529,21.076622,18.610896185393244,0.16818871776463537
025306.51-021345.4,43.277135,-2.229287,19.79504481742738,0.3307397522775393
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
021642.27-025843.2,34.176164,-2.978688,20.043838451428567,0.3408725652424609
230012.33+233527.0,345.05142,23.590834,18.907004843450483,0.12928442982610913
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
125058.11+570921.5,192.74206,57.156007,17.586275179292926,0.07050668497702849
100047.91+372740.7,150.19963,37.461322,19.775704265151518,0.30742167198302545
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
011432.12-015357.6,18.63387,-1.899342,19.44637501626016,0.3184471553651582
002538.51+223655.2,6.410493,22.615341,19.357454480565387,0.25834087399147737
014135.09+010116.3,25.39621,1.021202,21.217729799999997,1.07421142947368
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
164514.64+531001.8,251.311,53.167193,19.99120208045976,0.2705834876998088
125633.69+573846.0,194.14043,57.646197,19.909744962499992,0.2618819791978331
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
111128.79+623629.3,167.86984,62.608283,19.75081019672131,0.4513169258674542
235005.48+233814.2,357.52283,23.637289,19.798378751196168,0.2519871230540016
021507.10-035725.3,33.779611,-3.957032,20.24728489795918,0.31773888271471473
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
134128.52+492438.1,205.36886,49.410674,0,0
111128.79+623629.3,167.86984,62.608283,19.75081019672131,0.4513169258674542
235629.03+010930.7,359.121,1.158571,19.914691599526066,0.2014907129737464
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
021742.25-015937.9,34.42605,-1.993883,18.950868131672586,0.1660810547261576
115624.92+470435.1,179.10385,47.076432,19.033321225988704,0.23109266864639907
152613.80+084502.8,231.55751,8.750785,19.570013447963802,0.3122464210118693
163826.43+304853.3,249.61014,30.814813,19.664298101492545,0.29819030357548637
112139.49+601009.0,170.41454,60.169277,20.265867976744182,0.2912166315813883
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
085450.39+492315.6,133.70998,49.387751,20.026897166666664,0.3066758948085343
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
091454.59+191017.8,138.72746,19.171633,0,0
124058.54+624814.5,190.2438,62.804142,19.042073350000006,0.28944943692396485
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
114832.56+370815.6,177.1357,37.137686,19.869800903930138,0.3602429837467647
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
001213.29+242323.6,3.055415,24.389909,19.6484841577061,0.5953115449780696
220425.37+213206.3,331.10572,21.535093,0,0
115904.38+422617.1,179.76825,42.438099,0,0
081505.42+005520.5,123.77261,0.922365,18.400169911949696,0.33004981848489623
085450.39+492315.6,133.70998,49.387751,20.026897166666664,0.3066758948085343
221625.26+210435.8,334.10529,21.076622,18.610896185393244,0.16818871776463537
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
022726.14+010909.0,36.858925,1.152511,18.632670454545462,0.13074217248714826
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
093416.02+441353.4,143.5668,44.231501,17.96424457750757,0.07943761661484831
123016.87+392844.5,187.57029,39.479042,20.10097717821782,0.34787031491429166
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
091126.91+543814.8,137.86215,54.63746,20.431365069767445,0.30496677529520455
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
004135.96+282218.6,10.399846,28.371861,18.108607970394743,0.06851261760215473
223000.09+184347.2,337.50041,18.729789,18.062416778364117,0.15968024318486976
012744.95+265440.1,21.937306,26.911156,19.409790767584102,0.2224755068348411
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
005615.87-013042.6,14.066135,-1.511838,20.37767515151515,0.5040431822240389
012849.97-031338.3,22.208246,-3.227317,19.959581297872344,0.40424219221273505
095234.75+503257.3,148.14481,50.54935,19.46787697326203,0.29184423020992295
110440.72+602822.4,166.16966,60.472994,20.11157,0.3216362435073528
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
125528.82+271329.9,193.87011,27.224985,19.44544394426231,0.23842318339684354
013753.96+024207.0,24.474855,2.701947,0,0
232814.76+232305.6,352.06152,23.384892,18.27782465060242,0.15199518535330803
210001.24-071136.3,315.00519,-7.193428,15.401441689320398,0.09787958709120356
005335.48+221537.3,13.397866,22.260367,18.208667159493668,0.09562195511858967
095234.75+503257.3,148.14481,50.54935,19.46787697326203,0.29184423020992295
011642.53-071312.8,19.177228,-7.220237,19.19285444765343,0.23262043425607262
160546.26+591403.6,241.44272,59.234373,19.324471684615375,0.27513278695715465
104614.80+375928.5,161.56169,37.991256,19.591702367647063,0.26197307384356183
110546.14+641557.3,166.44224,64.266039,19.13526613333334,0.2365855621435576
125911.12+482519.7,194.79635,48.422167,19.469649776923074,0.21654472638351982
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
003003.16-032100.0,7.513175,-3.350027,19.58902586842104,0.3058891926766706
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
091247.29+392757.5,138.19706,39.465983,20.24863103571428,0.3502558219273873
134808.77+422250.5,207.03658,42.380714,19.86749090517242,0.36270794761389874
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
104639.75+443924.1,161.66565,44.656721,19.204537790076344,0.3694973330109646
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
111128.79+623629.3,167.86984,62.608283,19.75081019672131,0.4513169258674542
074604.21+280624.9,116.51758,28.106937,19.73434463736264,0.6741627245027876
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
131621.34+232800.3,199.08893,23.466758,20.194532780000003,0.4160214209354913
003408.89+073033.4,8.537079,7.509284,18.449414866840723,0.2316261669457784
230020.05+202739.1,345.08357,20.460864,18.813604033132542,0.31516486445995084
142137.77+441355.5,215.4074,44.232092,19.48295141208791,0.3145389703781155
012432.49+200242.6,21.135404,20.045172,20.00128661538461,0.25974448649052395
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
022726.14+010909.0,36.858925,1.152511,18.632670454545462,0.13074217248714826
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
013753.96+024207.0,24.474855,2.701947,0,0
091948.41+400519.7,139.95172,40.088815,19.158647333333334,0.180796431061159
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
111955.69+403623.6,169.98206,40.606583,18.88649273870968,0.17126260066926385
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
111955.69+403623.6,169.98206,40.606583,18.88649273870968,0.17126260066926385
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
021741.23-040035.0,34.421802,-4.009735,19.533908475836434,0.24603083419295657
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
132854.67+470810.0,202.22778,47.13612,19.752376082733804,0.2989831258268766
095234.75+503257.3,148.14481,50.54935,19.46787697326203,0.29184423020992295
121930.99+535836.4,184.87913,53.976868,20.734062733333335,0.28622544218666307
110546.14+641557.3,166.44224,64.266039,19.13526613333334,0.2365855621435576
154128.24+553156.7,235.36771,55.532513,17.93805906338028,0.07678381924739859
125911.12+482519.7,194.79635,48.422167,19.469649776923074,0.21654472638351982
012011.27+200529.9,20.046972,20.091642,0,0
123016.87+392844.5,187.57029,39.479042,20.10097717821782,0.34787031491429166
013753.96+024207.0,24.474855,2.701947,0,0
123851.36+475731.0,189.71402,47.95863,20.028384522388063,0.42833691846971056
011525.21+050929.5,18.85508,5.158198,18.171152217289723,0.13246784155995003
235629.03+010930.7,359.121,1.158571,19.914691599526066,0.2014907129737464
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
160546.26+591403.6,241.44272,59.234373,19.324471684615375,0.27513278695715465
015026.85+260524.4,27.611879,26.090132,19.74792908108109,0.303897108424574
004135.96+282218.6,10.399846,28.371861,18.108607970394743,0.06851261760215473
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
085450.39+492315.6,133.70998,49.387751,20.026897166666664,0.3066758948085343
134128.52+492438.1,205.36886,49.410674,0,0
153814.65+221730.3,234.56108,22.291774,19.93991578174603,0.2804434845923403
005335.48+221537.3,13.397866,22.260367,18.208667159493668,0.09562195511858967
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
223100.05+240718.9,337.75023,24.121922,0,0
090324.75+424912.5,135.85314,42.820161,0,0
220846.33+240844.7,332.19305,24.145753,20.182694063829786,0.37596624117226535
215647.11+191529.8,329.19632,19.258299,19.374333017094003,0.19709280518624994
124058.54+624814.5,190.2438,62.804142,19.042073350000006,0.28944943692396485
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
223847.39-002106.9,339.69747,-0.351926,20.16888190000001,0.39894427067672683
002307.69-040730.3,5.782065,-4.125111,18.72437161632654,0.14326610448759783
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
230012.33+233527.0,345.05142,23.590834,18.907004843450483,0.12928442982610913
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
144328.51+103826.8,220.86879,10.640809,19.442640251612904,0.2449173988927909
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
085450.39+492315.6,133.70998,49.387751,20.026897166666664,0.3066758948085343
015413.51+042059.0,28.556319,4.349741,18.51606313981764,0.4368552013888332
092845.08+134801.4,142.18786,13.800414,20.111758602666676,0.2457100126973425
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
221851.83+205114.0,334.71597,20.853903,18.771257139204543,0.300442516937457
083926.50+564228.0,129.86042,56.70779,19.00590518666667,0.2007920451002562
